Month,Day,Artist,Album_Name,Record_Label,Year
October,10,"Murs
","Murs Rules the World
",,2000
October,17,"Deltron 3030
","Deltron 3030
",,2000
October,17,"Everlast
","Eat at Whitey's
",,2000
October,17,"Ludacris
","Back for the First Time
",,2000
October,17,"Mausberg
","Non Fiction
",,2000
October,17,"Reflection Eternal
","Train of Thought
",,2000
October,24,"Afu-Ra
","Body of the Life Force
",,2000
October,24,"Souls of Mischief
","Trilogy: Conflict, Climax, Resolution
",,2000
October,24,"Willie D
","Loved by Few, Hated by Many
",,2000
October,24,"Young MC
","Ain't Goin' Out Like That
",,2000
October,31,"Binary Star
","Masters of the Universe
",,2000
October,31,"The Cross Movement
","Human Emergency
",,2000
October,31,"Insane Clown Posse
","Bizzar/Bizaar
",,2000
October,31,"JAY-Z
","The Dynasty: Roc La Familia
",,2000
October,31,"OutKast
","Stankonia
",,2000
October,31,"Twiztid
","Freek Show
",,2000
October,31,"Micranots
","Obelisk Movements
",,2000
October,31,"Snoop Dogg
","Dead Man Walkin'
",,2000
November,7,"Necro
","I Need Drugs
",,2000
November,7,"Outlawz
","Ride wit Us or Collide wit Us
",,2000
November,7,"The Pharcyde
","Plain Rap
",,2000
November,7,"Punchline & Wordsworth
","Punch n' Words
",,2000
November,13,"Twiztid
","Cryptic Collection
",,2000
November,14,"Prodigy
","H.N.I.C.
",,2000
November,14,"Masters of Illusion
","Masters of Illusion
",,2000
November,21,"Wu-Tang Clan
","The W
",,2000
November,21,"B.G.
","Checkmate
",,2000
November,21,"Capone-N-Noreaga
","The Reunion
",,2000
November,21,"Eightball & MJG
","Space Age 4 Eva
",,2000
November,21,"Doggy's Angels
","Pleezbaleevit!
",,2000
November,21,"Lil' O
","Da Fat Rat wit da Cheeze
",,2000
November,28,"Master P
","Ghetto Postage
",,2000
December,5,"Funkmaster Flex
","The Mix Tape, Vol. IV
",,2000
December,5,"Memphis Bleek
","The Understanding
",,2000
December,5,"AMG
","Bitch Betta Have My Money 2001
",,2000
December,12,"Xzibit
","Restless
",,2000
December,12,"South Park Mexican
","Time Is Money
",,2000
December,19,"Ill Will Records
","Nas & Ill Will Records Presents QB's Finest
",,2000
December,19,"Lil Wayne
","Lights Out
",,2000
December,19,"Snoop Dogg
","Tha Last Meal
",,2000
January,19,"Peanut Butter Wolf
","My Vinyl Weighs a Ton
",,1999
January,19,"Silkk the Shocker
","Made Man
",,1999
February,2,"Tear Da Club Up Thugs
","CrazyNDaLazDayz
",,1999
February,9,"Defari
","Focused Daily
",,1999
February,9,"MC Breed
","It's All Good
",,1999
February,16,"Mr. Serv-On
","Da Next Level
",,1999
February,23,"Black Moon
","War Zone
",,1999
February,23,"Eminem
","The Slim Shady LP
",,1999
February,23,"Prince Paul
","A Prince Among Thieves
",,1999
February,23,"The Roots
","Things Fall Apart
",,1999
February,26,"Esham
","Mail Dominance
",,1999
March,2,"Three 6 Mafia
","Underground Vol. 1: (1991-1994)
",,1999
March,9,"C-Bo
","The Final Chapter
",,1999
March,9,"C-Murder
","Bossalinie
",,1999
March,9,"E.S.G.
","Shinin' n' Grindin'
",,1999
March,9,"Harlem World
","The Movement
",,1999
March,9,"Naughty by Nature
","Nature's Finest: Naughty by Nature's Greatest Hits
",,1999
March,23,"A+
","Hempstead High
",,1999
March,23,"N.W.A
","The N.W.A Legacy, Vol. 1: 1988-1998
",,1999
March,23,"Various Artists
","Foolish
",,1999
March,23,"Wu-Tang Clan
","Wu-Chronicles
",,1999
April,6,"Krayzie Bone
","Thug Mentality 1999
",,1999
April,6,"Lords of the Underground
","Resurrection
",,1999
April,6,"Nas
","I Am...
",,1999
April,16,"The Sugarhill Gang
","Jump on It!
",,1999
April,20,"B.G.
","Chopper City In the Ghetto
",,1999
April,20,"MF DOOM
","Operation: Doomsday
",,1999
April,20,"Wu-Syndicate
","Wu-Syndicate (album)
",,1999
April,27,"Lil Soldiers
","Boot Camp
",,1999
April,27,"Ruff Ryders
","Ryde or Die Vol. 1
",,1999
April,27,"Naughty by Nature
","Nineteen Naughty Nine: Nature's Fury
",,1999
April,27,"Death Row Records
","Suge Knight Represents: Chronic 2000
",,1999
May,4,"Kool Keith
","First Come, First Served
",,1999
May,11,"Snoop Dogg
","No Limit Top Dogg
",,1999
May,18,"Rawkus Records
","Soundbombing II
",,1999
May,18,"8Ball & MJG
","In Our Lifetime, Vol. 1
",,1999
May,18,"GRITS
","Grammatical Revolution
",,1999
May,25,"Slick Rick
","The Art of Storytelling
",,1999
May,25,"No Limit Records
","Who U Wit?
",,1999
May,31,"Swollen Members
","Balance
",,1999
June,1,"Ja Rule
","Venni Vetti Vecci
",,1999
June,1,"TRU
","Da Crime Family
",,1999
June,8,"MC Eiht
","Section 8
",,1999
June,14,"DJ Spinna
","Heavy Beats Vol. 1
",,1999
June,15,"Mase
","Double Up
",,1999
June,21,"Kutmasta Kurt
","Masters of Illusion EP
",,1999
June,22,"Blackalicious
","A2G EP
",,1999
June,22,"Company Flow
","Little Johnny from the Hospital: Breaks & Instrumentals Vol. 1
",,1999
June,22,"Missy Elliott
","Da Real World
",,1999
June,22,"RZA
","The RZA Hits
",,1999
June,29,"GZA
","Beneath the Surface
",,1999
June,29,"Lootpack
","Soundpieces: Da Antidote!
",,1999
July,6,"Fiend
","Street Life
",,1999
July,6,"Kreators
","No Contest
",,1999
July,13,"Gang Starr
","Full Clip: A Decade of Gang Starr
",,1999
July,13,"Lil' Cease
","The Wonderful World of Cease A Leo
",,1999
July,13,"Lil' Keke
","It Was All a Dream
",,1999
July,13,"Too Short
","Can't Stay Away
",,1999
July,20,"EPMD
","Out of Business
",,1999
July,20,"Public Enemy
","There's a Poison Goin' On
",,1999
July,20,"The Roots
","The Legendary
",,1999
July,27,"Hot Boy$
","Guerrilla Warfare
",,1999
August,3,"Lil Italy
","On Top of da World
",,1999
August,3,"Memphis Bleek
","Coming of Age
",,1999
August,10,"The Beatnuts
","A Musical Massacre
",,1999
August,10,"Kool Keith
","Black Elvis/Lost in Space
",,1999
August,10,"Various Artists
","Violator: The Album
",,1999
August,17,"Ludacris
","Incognegro
",,1999
August,17,"Mobb Deep
","Murda Muzik
",,1999
August,24,"Arsonists
","As the World Burns
",,1999
August,24,"Beastie Boys
","Scientists of Sound (The Blow Up Factor Vol. 1)
",,1999
August,24,"The High & Mighty
","Home Field Advantage
",,1999
August,24,"Mack 10
","Hoo-Bangin': The Mix Tape, Vol. 1
",,1999
August,24,"N.O.R.E.
","Melvin Flynt - Da Hustler
",,1999
August,24,"Puff Daddy
","Forever
",,1999
August,24,"Three 6 Mafia
","Underground Vol. 2: Club Memphis
",,1999
August,30,"Blackalicious
","Nia
",,1999
August,31,"CJ Mac
","Platinum Game
",,1999
August,31,"Lexicon
","Antiquity
",,1999
August,31,"Magic
","Thuggin'
",,1999
August,31,"O.G.C.
","The M-Pire Shrikez Back
",,1999
September,7,"Jeru the Damaja
","Heroz4Hire
",,1999
September,7,"Mr. Mike
","Rhapsody
",,1999
September,14,"Duck Down Records
","Duck Down Presents: The Album
",,1999
September,14,"Eve
","Let There Be Eve...Ruff Ryders' First Lady
",,1999
September,14,"Ol' Dirty Bastard
","Nigga Please
",,1999
September,14,"Project Pat
","Ghetty Green
",,1999
September,14,"DJ Vadim
","U.S.S.R. Life from the Other Side
",,1999
September,21,"A.G.
","The Dirty Version
",,1999
September,21,"The Madd Rapper
","Tell 'Em Why U Madd
",,1999
September,21,"Terror Squad
","The Album
",,1999
September,21,"The Lost Boyz
","LB IV Life
",,1999
September,21,"Mac
","World War III
",,1999
September,28,"Mac Dre
","Rapper Gone Bad
",,1999
September,28,"Method Man & Redman
","Blackout!
",,1999
October,5,"Inspectah Deck
","Uncontrolled Substance
",,1999
October,5,"Various Artists
","Thicker than Water
",,1999
October,11,"Aim
","Cold Water Music
",,1999
October,12,"Chilldrin of da Ghetto
","Chilldrin of da Ghetto
",,1999
October,12,"Ice-T
","The Seventh Deadly Sin
",,1999
October,12,"Mos Def
","Black on Both Sides
",,1999
October,12,"Warren G
","I Want It All
",,1999
October,12,"Busdriver
","Memoirs of the Elephant Man
",,1999
October,19,"Handsome Boy Modeling School
","So... How's Your Girl?
",,1999
October,19,"Living Legends
","UHB IV: Stop & Retaliate
",,1999
October,19,"Pharoahe Monch
","Internal Affairs
",,1999
October,19,"U-God
","Golden Arms Redemption
",,1999
October,26,"Above the Law
","Forever Rich Thugs
",,1999
October,26,"Akinyele
","Aktapuss
",,1999
October,26,"Buckshot
","The BDI Thug
",,1999
October,26,"Koopsta Knicca
","Da Devil's Playground
",,1999
October,26,"Master P
","Only God Can Judge Me
",,1999
October,26,"Natas
","WicketWorldWide.COM
",,1999
November,2,"Lil Wayne
","Tha Block Is Hot
",,1999
November,2,"The Roots
","The Roots Come Alive
",,1999
November,2,"Tash
","Rap Life
",,1999
November,9,"B-Legit
","Hempin' Ain't Easy
",,1999
November,9,"Beat Junkies
","World Famous Beat Junkies Vol. 3
",,1999
November,9,"E-40
","Charlie Hustle: The Blueprint of a Self-Made Millionaire
",,1999
November,9,"Tech N9ne
","The Calm Before the Storm
",,1999
November,16,"Dr. Dre
","2001
",,1999
November,16,"Kurupt
","Tha Streetz Iz a Mutha
",,1999
November,16,"Raekwon
","Immobilarity
",,1999
November,23,"Beastie Boys
","Beastie Boys Anthology: The Sounds of Science
",,1999
November,23,"Nas
","Nastradamus
",,1999
November,30,"Rakim
","The Master
",,1999
November,30,"Q-Tip
","Amplified
",,1999
December,7,"Cypress Hill
","Los Grandes Éxitos en Español
",,1999
December,7,"Funkmaster Flex
","The Tunnel
",,1999
December,7,"The Notorious B.I.G.
","Born Again
",,1999
December,14,"Various Artists
","Next Friday soundtrack
",,1999
December,21,"DMX
","...And Then There Was X
",,1999
December,21,"Goodie Mob
","World Party
",,1999
December,21,"2Pac + Outlawz
","Still I Rise
",,1999
December,28,"Jay-Z
","Vol. 3... Life and Times of S. Carter
",,1999
January,13,"The Lox
","Money, Power & Respect
",,1998
January,20,"Saafir
","Trigonometry
",,1998
January,20,"Young Bleed
","My Balls and My Word
",,1998
January,27,"GP Wu
","Don't Go Against the Grain
",,1998
February,3,"Myzery
","Para la Isla
",,1998
February,10,"Funkdoobiest
","The Troubleshooters[2]
",,1998
February,17,"Silkk the Shocker
","Charge It 2 da Game
",,1998
February,24,"Above the Law
","Legends
",,1998
February,24,"C-Bo
","Til My Casket Drops
",,1998
February,24,"E.S.G.
","Return of the Living Dead
",,1998
March,3,"Scarface
","My Homies
",,1998
March,10,"Killah Priest
","Heavy Mental
",,1998
March,17,"C-Murder
","Life or Death
",,1998
March,17,"Fat Pat
","Ghetto Dreams
",,1998
March,24,"Cappadonna
","The Pillage
",,1998
March,24,"Das EFX
","Generation EFX
",,1998
March,24,"Hieroglyphics
","3rd Eye Vision
",,1998
March,24,"Lil' Keke
","Commission
",,1998
March,24,"People Under the Stairs
","The Next Step
",,1998
March,31,"Daz Dillinger
","Retaliation, Revenge and Get Back[3]
",,1998
March,31,"Gang Starr
","Moment of Truth
",,1998
March,31,"Smif-n-Wessun
","The Rude Awakening
",,1998
April,7,"Do or Die
","Headz or Tailz[4]
",,1998
April,7,"Fat Pat
","Throwed in da Game
",,1998
April,7,"Goodie Mob
","Still Standing
",,1998
April,7,"Various Artists
","I Got the Hook Up
",,1998
April,13,"Mark B
","Hitmen for Hire
",,1998
April,14,"Aceyalone
","A Book of Human Language
",,1998
April,20,"Souls of Mischief
","Focus
",,1998
April,21,"Allfrumtha I
","Allfrumtha I
",,1998
April,21,"Marvaless
","Fearless
",,1998
April,22,"Massive Attack
","Mezzanine
",,1998
April,28,"Big Pun
","Capital Punishment[5]
",,1998
April,28,"Mac Dre
","Stupid Doo Doo Dumb
",,1998
April,28,"Public Enemy
","He Got Game
",,1998
April,28,"WC
","The Shadiest One
",,1998
May,1,"Shades of Culture
","Mindstate
",,1998
May,5,"Fiend
","There's One in Every Family
",,1998
May,5,"Rawkus Records
","Lyricist Lounge, Volume One
",,1998
May,12,"DMX
","It's Dark and Hell Is Hot
",,1998
May,12,"Various artists
","Streets Is Watching soundtrack
",,1998
May,19,"AZ
","Pieces of a Man[6]
",,1998
May,19,"DJ Jazzy Jeff & The Fresh Prince
","Greatest Hits
",,1998
May,19,"Snoop Dogg
","Smokefest Underground
",,1998
May,19,"Soulja Slim
","Give It 2 'Em Raw
",,1998
May,19,"Too Short
","Nationwide: Independence Day
",,1998
May,19,"8Ball
","Lost
",,1998
May,24,"Show and A.G.
","Full Scale (EP)
",,1998
May,26,"Mo Thugs
","Chapter II: Family Reunion
",,1998
June,1,"Jurassic 5
","Jurassic 5
",,1998
June,1,"All Natural
","No Additives, No Preservatives
",,1998
June,2,"Lord Tariq & Peter Gunz
","Make It Reign[7]
",,1998
June,2,"Master P
","MP Da Last Don
",,1998
June,2,"Onyx
","Shut 'Em Down
",,1998
June,16,"Devin the Dude
","The Dude
",,1998
June,16,"Queen Latifah
","Order in the Court
",,1998
June,16,"Z-Ro
","Look What You Did to Me
",,1998
June,23,"Andre Nickatina
","Raven in My Eyes
",,1998
June,23,"John Forte
","Poly Sci
",,1998
June,23,"Ka'Nut
","Look At 'Em Now
",,1998
June,30,"Black Eyed Peas
","Behind the Front
",,1998
June,30,"Def Squad
","El Niño
",,1998
June,30,"Ganksta N-I-P
","Interview with a Killa
",,1998
June,30,"MC Ren
","Ruthless for Life
",,1998
July,7,"Kane & Abel
","Am I My Brother's Keeper
",,1998
July,7,"N.O.R.E.
","N.O.R.E.
",,1998
July,14,"Beastie Boys
","Hello Nasty
",,1998
July,21,"69 Boyz
","The Wait Is Over
",,1998
July,21,"Cam'ron
","Confessions of Fire
",,1998
July,21,"Nate Dogg
","G-Funk Classics, Vol. 1 & 2
",,1998
July,21,"Mac
","Shell Shocked
",,1998
July,21,"Rasco
","Time Waits for No Man
",,1998
July,21,"Sunz of Man
","The Last Shall Be First
",,1998
July,21,"Wu-Tang Clan
","The Swarm
",,1998
July,28,"Celly Cel
","The G Filez
",,1998
July,28,"Delinquent Habits
","Here Come the Horns
",,1998
August,4,"Snoop Dogg
","Da Game Is to Be Sold, Not to Be Told
",,1998
August,11,"Crime Boss
","Still at Large
",,1998
August,11,"E-40
","The Element of Surprise
",,1998
August,11,"Funkmaster Flex
","The Mix Tape, Vol. III
",,1998
August,11,"Killarmy
","Dirty Weaponry
",,1998
August,11,"M.O.P.
","First Family 4 Life
",,1998
August,18,"Kid Rock
","Devil Without a Cause
",,1998
August,18,"MC Lyte
","Seven & Seven
",,1998
August,18,"Styles of Beyond
","2000 Fold
",,1998
August,18,"Sporty Thievz
","Street Cinema
",,1998
August,25,"A.D.O.R.
","Shock Frequency
",,1998
August,25,"Biz Markie
","On the Turntable
",,1998
August,25,"Lauryn Hill
","The Miseducation of Lauryn Hill
",,1998
August,25,"Xzibit
","40 Dayz & 40 Nightz
",,1998
September,1,"Big Ed the Assassin
","The Assassin
",,1998
September,1,"Fat Joe
","Don Cartagena
",,1998
September,1,"Herschelwood Hardheadz
","A Million Dollar$ Later
",,1998
September,8,"Canibus
","Can-I-Bus
",,1998
September,8,"Digital Underground
","Who Got the Gravy?
",,1998
September,8,"Skull Duggery
","These Wicked Streets
",,1998
September,15,"Magic
","Sky's the Limit
",,1998
September,22,"Big Tymers
","How You Luv That Vol. 2
",,1998
September,22,"Flipmode Squad
","The Imperial
",,1998
September,22,"Ghetto Twiinz
","No Pain No Gain
",,1998
September,22,"Ras Kass
","Rasassination
",,1998
September,29,"Bad Azz
","Word on tha Streets
",,1998
September,29,"Black Star
","Mos Def & Talib Kweli are Black Star
",,1998
September,29,"Brand Nubian
","Foundation
",,1998
September,29,"Jay-Z
","Vol. 2... Hard Knock Life
",,1998
September,29,"No Limit Records
","Mean Green
",,1998
September,29,"OutKast
","Aquemini
",,1998
September,29,"A Tribe Called Quest
","The Love Movement
",,1998
October,6,"Bizzy Bone
","Heaven'z Movie
",,1998
October,6,"Cypress Hill
","Cypress Hill IV
",,1998
October,6,"Kurupt
","Kuruption!
",,1998
October,6,"Mack 10
","The Recipe
",,1998
October,6,"P.M. Dawn
","Dearest Christian, I'm So Very Sorry for Bringing You Here. Love, Dad
",,1998
October,6,"Prime Suspects
","Guilty 'til Proven Innocent
",,1998
October,6,"Twista & the Speedknot Mobstaz
","Mobstability
",,1998
October,13,"Heltah Skeltah
","Magnum Force
",,1998
October,13,"Various Artists
","Slam: The Soundtrack
",,1998
October,13,"The Dynospectrum
","The Dynospectrum
",,1998
October,13,"Tela
","Now or Never
",,1998
October,17,"Beat Junkies
","World Famous Beat Junkies Vol. 2[8]
",,1998
October,20,"All City
","Metropolis Gold[9]
",,1998
October,20,"Deadly Venoms
","The Antidote[10]
",,1998
October,20,"Ghetto Mafia
","On da Grind
",,1998
October,20,"Vanilla Ice
","Hard to Swallow
",,1998
October,20,"Gambino Family
","Ghetto Organized
",,1998
October,27,"Big Daddy Kane
","Veteranz' Day
",,1998
October,27,"Bushwick Bill
","No Surrender No Retreat
",,1998
October,27,"Mia X
","Mama Drama
",,1998
October,27,"Pras
","Ghetto Supastar
",,1998
November,3,"Crucial Conflict
","Good Side, Bad Side
",,1998
November,3,"Juvenile
","400 Degreez
",,1998
November,3,"Yukmouth
","Thugged Out: The Albulation
",,1998
November,3,"GRITS
","Factors of the Seven
",,1998
November,10,"The Coup
","Steal This Album
",,1998
November,10,"Ghetto Commission
","Wise Guys
",,1998
November,10,"Pete Rock
","Soul Survivor
",,1998
November,17,"Geto Boys
","Da Good da Bad & da Ugly
",,1998
November,17,"Ice Cube
","War & Peace Vol. 1 (The War Disc)
",,1998
November,17,"Keith Murray
","It's a Beautiful Thing
",,1998
November,17,"Method Man
","Tical 2000: Judgement Day
",,1998
November,24,"Bone Thugs-N-Harmony
","The Collection, Vol. 1
",,1998
November,24,"RZA
","Bobby Digital in Stereo
",,1998
November,24,"Steady Mobb'n
","Black Mafia
",,1998
November,24,"2Pac
","Greatest Hits
",,1998
December,1,"Full Blooded
","Memorial Day
",,1998
December,8,"Redman
","Doc's da Name 2000
",,1998
December,15,"Busta Rhymes
","E.L.E. (Extinction Level Event): The Final World Front[11]
",,1998
December,15,"Mystikal
","Ghetto Fabulous
",,1998
December,15,"DJ Clue
","The Professional
",,1998
December,22,"DMX
","Flesh of My Flesh, Blood of My Blood
",,1998
December,22,"Southside Playaz
","You Got Us Fuxxed Up
",,1998
January,14,"Various Artists
","Rhyme & Reason: Original Motion Picture Soundtrack
",0,1997
January,28,"Camp Lo
","Uptown Saturday Night
",0,1997
January,28,"Various Artists
","West Coast Bad Boyz II
",0,1997
February,4,"Kool Keith
","Sex Style
",0,1997
February,4,"C-Bo
","One Life 2 Live
",0,1997
February,11,"Frankie Cutlass
","Politics & Bullshit
",0,1997
February,11,"Funkmaster Flex
","The Mix Tape, Vol. II
",0,1997
February,18,"Luniz
","Bootlegs & B-Sides
",0,1997
February,18,"TRU
","Tru 2 da Game
",0,1997
March,11,"Ghetto Mafia
","Straight from the Dec
",0,1997
March,11,"Scarface
","The Untouchable
",0,1997
March,25,"The Notorious B.I.G.
","Life After Death
",0,1997
March,25,"Warren G
","Take a Look Over Your Shoulder
",0,1997
April,8,"3X Crazy
","Stackin' Chips
",0,1997
April,8,"Big Mike
","Still Serious
",0,1997
April,8,"Crime Boss
","Conflicts & Confusion
",0,1997
April,8,"Tracey Lee
","Many Facez
",0,1997
April,15,"Artifacts
","That's Them
",0,1997
April,21,"Witchdoctor
","A S.W.A.T. Healin' Ritual
",0,1997
April,22,"Ill Al Skratch
","Keep It Movin'
",0,1997
